0	0	0	0	0	0
0	0	64	18	7	67
0	0	128	34	14	129
0	0	192	51	21	192
0	0	256	68	28	254
0	0	320	85	35	319
0	0	384	102	42	383
0	0	448	120	49	448
0	0	512	136	56	509
0	0	576	154	63	576
0	0	640	171	70	640
0	0	704	188	77	702
0	0	768	204	84	765
0	0	832	220	90	825
0	0	896	238	97	890
0	0	960	254	104	951
0	0	1023	270	111	1013
0	64	0	16	69	9
0	64	64	23	69	67
0	64	128	37	70	129
0	64	192	53	71	192
0	64	256	69	73	255
0	64	320	86	75	319
0	64	384	103	79	383
0	64	448	121	82	449
0	64	512	137	86	510
0	64	576	154	91	576
0	64	640	171	95	639
0	64	704	188	100	703
0	64	768	205	105	766
0	64	832	221	111	825
0	64	896	238	116	890
0	64	960	255	122	951
0	64	1023	271	128	1013
0	128	0	31	131	17
0	128	64	35	131	68
0	128	128	45	131	130
0	128	192	58	132	193
0	128	256	73	133	255
0	128	320	89	134	319
0	128	384	105	136	383
0	128	448	123	138	449
0	128	512	138	140	510
0	128	576	156	143	576
0	128	640	173	145	640
0	128	704	189	148	703
0	128	768	206	152	766
0	128	832	222	155	825
0	128	896	239	158	890
0	128	960	255	163	951
0	128	1023	272	167	1013
0	192	0	46	193	25
0	192	64	48	193	70
0	192	128	56	194	131
0	192	192	67	194	194
0	192	256	80	195	255
0	192	320	95	196	320
0	192	384	110	197	384
0	192	448	126	198	449
0	192	512	142	199	510
0	192	576	159	201	577
0	192	640	175	203	641
0	192	704	191	204	703
0	192	768	208	207	766
0	192	832	224	209	826
0	192	896	240	212	890
0	192	960	257	214	952
0	192	1023	273	218	1013
0	256	0	60	255	33
0	256	64	62	255	73
0	256	128	68	255	132
0	256	192	77	256	194
0	256	256	88	257	256
0	256	320	102	257	320
0	256	384	116	259	384
0	256	448	131	259	450
0	256	512	146	260	511
0	256	576	163	262	577
0	256	640	179	263	641
0	256	704	195	264	704
0	256	768	211	266	766
0	256	832	226	267	826
0	256	896	243	268	890
0	256	960	259	270	952
0	256	1023	275	273	1013
0	320	0	75	318	42
0	320	64	77	319	77
0	320	128	82	320	134
0	320	192	89	320	196
0	320	256	99	321	257
0	320	320	111	321	321
0	320	384	124	323	385
0	320	448	138	323	450
0	320	512	152	323	511
0	320	576	168	325	578
0	320	640	183	325	641
0	320	704	199	326	704
