0	0	0	0	0	0
0	0	64	17	7	64
0	0	128	33	14	124
0	0	192	50	20	185
0	0	256	66	27	245
0	0	320	82	34	307
0	0	384	99	40	369
0	0	448	116	47	432
0	0	512	131	54	491
0	0	576	148	61	555
0	0	640	165	68	617
0	0	704	181	74	677
0	0	768	197	81	738
0	0	832	212	87	796
0	0	896	229	94	858
0	0	960	245	100	917
0	0	1023	261	107	977
0	64	0	34	68	21
0	64	64	37	68	67
0	64	128	46	69	125
0	64	192	58	70	186
0	64	256	72	72	246
0	64	320	87	74	308
0	64	384	103	77	370
0	64	448	119	81	433
0	64	512	134	84	491
0	64	576	151	89	556
0	64	640	167	93	616
0	64	704	183	97	678
0	64	768	199	103	738
0	64	832	214	108	796
0	64	896	231	113	858
0	64	960	247	119	917
0	64	1023	262	124	977
0	128	0	65	130	41
0	128	64	66	130	74
0	128	128	71	130	129
0	128	192	79	131	188
0	128	256	89	132	248
0	128	320	101	133	309
0	128	384	115	135	370
0	128	448	129	136	434
0	128	512	143	138	493
0	128	576	159	141	556
0	128	640	174	143	617
0	128	704	189	146	678
0	128	768	205	149	739
0	128	832	220	152	796
0	128	896	235	155	858
0	128	960	251	160	917
0	128	1023	266	163	977
0	192	0	96	191	60
0	192	64	97	191	85
0	192	128	100	192	135
0	192	192	106	193	193
0	192	256	113	193	250
0	192	320	123	194	312
0	192	384	134	195	373
0	192	448	146	196	435
0	192	512	158	197	493
0	192	576	172	199	558
0	192	640	186	201	619
0	192	704	200	202	679
0	192	768	214	204	740
0	192	832	229	206	798
0	192	896	244	209	859
0	192	960	258	211	918
0	192	1023	273	215	977
0	256	0	126	252	79
0	256	64	127	253	99
0	256	128	129	253	144
0	256	192	134	254	198
0	256	256	140	255	255
0	256	320	147	255	314
0	256	384	156	256	375
0	256	448	166	257	438
0	256	512	177	258	496
0	256	576	189	259	559
0	256	640	202	260	620
0	256	704	215	261	681
0	256	768	228	263	741
0	256	832	241	264	799
0	256	896	255	265	859
0	256	960	269	267	919
0	256	1023	283	269	978
